12/31/2012,Marijuana,M,B,N,25
2/4/2013,Marijuana,F,W,H,44
2/12/2013,Marijuana,M,W,H,19
2/18/2013,Marijuana,M,W,N,20
2/18/2013,Marijuana,M,W,N,21
2/21/2013,Marijuana,M,B,N,25
3/6/2013,Marijuana,M,W,H,18
3/23/2013,Marijuana,M,W,N,26
4/2/2013,Marijuana,M,W,H,19
4/18/2013,Marijuana,M,B,N,21
4/18/2013,Marijuana,M,B,N,21
4/26/2013,Marijuana,M,B,N,29
4/26/2013,Marijuana,F,B,N,21
5/3/2013,Marijuana,M,W,N,25
5/6/2013,Marijuana,M,B,N,29
5/7/2013,Marijuana,M,W,H,29
5/7/2013,Marijuana,M,W,N,41
5/8/2013,Marijuana,M,B,,20
5/16/2013,Marijuana,F,W,N,24
6/5/2013,Marijuana,M,B,N,34
7/18/2013,Marijuana,M,W,,22
7/18/2013,Marijuana,M,B,N,23
7/31/2013,Marijuana,F,W,N,47
8/2/2013,Marijuana,M,B,N,39
8/2/2013,Marijuana,M,W,N,35
8/6/2013,Marijuana,F,W,N,44
8/6/2013,Marijuana,M,B,N,40
8/7/2013,Marijuana,M,W,N,21
8/14/2013,Marijuana,M,W,N,20
8/16/2013,Marijuana,M,B,U,26
8/16/2013,Marijuana,M,W,N,24
8/22/2013,Marijuana,M,B,N,43
9/5/2013,Marijuana,M,B,N,23
9/5/2013,Marijuana,M,B,N,23
9/13/2013,Marijuana,M,B,N,32
9/23/2013,Marijuana,M,W,N,20
10/3/2013,Marijuana,M,B,N,18
11/8/2013,Marijuana,M,W,N,15
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,3,,,
,,,,,
,Ansonia Police Department,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
11/8/2013,Marijuana,M,B,N,13
12/31/2013,Marijuana,M,B,N,26
Ansonia Police Department,,92,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,4,,,
,,,,,
Avon Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/4/2011,Marijuana,M,W,N,33
1/4/2011,Marijuana,F,W,N,23
1/4/2011,Marijuana,M,W,N,18
1/4/2011,Marijuana,M,W,N,18
1/4/2011,Marijuana,M,W,N,18
1/21/2011,Marijuana,M,W,H,24
2/15/2011,Marijuana,M,W,N,17
2/24/2011,Marijuana,M,W,N,21
2/24/2011,Marijuana,F,W,N,21
2/26/2011,Marijuana,M,W,N,24
3/4/2011,Marijuana,M,I,N,18
3/5/2011,Marijuana,M,W,N,24
4/23/2011,Marijuana,M,A,N,36
4/30/2011,Marijuana,M,W,N,19
4/30/2011,Marijuana,M,W,N,25
5/7/2011,Marijuana,M,W,N,17
5/7/2011,Marijuana,M,W,N,16
5/10/2011,Marijuana,F,W,N,16
5/19/2011,Marijuana,M,W,N,14
5/25/2011,Marijuana,M,W,N,20
5/25/2011,Marijuana,F,W,N,20
5/31/2011,Marijuana,F,W,N,33
5/31/2011,Marijuana,F,W,N,26
9/23/2011,Marijuana,F,W,N,18
9/23/2011,Marijuana,F,W,N,18
10/20/2011,Marijuana,F,W,N,17
10/21/2011,Marijuana,M,B,N,24
12/25/2011,Marijuana,M,W,N,18
1/18/2012,Marijuana,M,W,N,18
3/6/2012,Marijuana,M,B,N,22
4/20/2012,Marijuana,F,W,H,26
4/20/2012,Marijuana,M,B,N,35
5/17/2012,Marijuana,M,W,N,18
5/19/2012,Marijuana,M,W,N,16
7/31/2012,Marijuana,M,W,N,27
8/8/2012,Marijuana,M,W,N,24
8/12/2012,Marijuana,M,W,N,18
8/12/2012,Marijuana,M,W,N,18
11/9/2012,Marijuana,M,W,N,49
11/23/2012,Marijuana,F,W,N,17
12/20/2012,Marijuana,M,W,N,17
12/20/2012,Marijuana,M,W,N,16
6/7/2013,Marijuana,M,W,N,18
6/7/2013,Marijuana,F,W,N,19
6/7/2013,Marijuana,F,W,N,47
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,5,,,
,,,,,
Avon Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
6/14/2013,Marijuana,M,W,N,25
7/26/2013,Marijuana,M,W,N,44
11/20/2013,Marijuana,M,B,N,15
11/26/2013,Marijuana,M,W,N,65
Avon Police Department,,49,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,6,,,
,,,,,
Berlin Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/11/2011,Marijuana,M,W,N,20
2/7/2011,Marijuana,M,W,N,14
2/7/2011,Marijuana,F,W,N,23
2/17/2011,Marijuana,M,W,U,28
3/10/2011,Marijuana,M,W,N,17
3/17/2011,Marijuana,M,W,,16
4/7/2011,Marijuana,F,W,N,15
4/7/2011,Marijuana,F,W,U,15
4/11/2011,Marijuana,F,W,N,14
4/22/2011,Marijuana,M,W,,19
4/22/2011,Marijuana,M,W,U,19
4/22/2011,Marijuana,M,W,N,20
4/22/2011,Marijuana,F,W,U,17
5/17/2011,Marijuana,M,W,N,27
5/27/2011,Marijuana,M,W,N,22
9/12/2011,Marijuana,F,W,N,16
9/12/2011,Marijuana,F,W,N,16
9/20/2011,Marijuana,M,W,H,21
10/16/2011,Marijuana,M,W,U,23
10/28/2011,Marijuana,M,W,N,18
11/27/2011,Marijuana,M,W,N,23
1/8/2012,Marijuana,M,W,N,22
3/16/2012,Marijuana,M,W,N,15
4/29/2012,Marijuana,M,W,N,17
5/17/2012,Marijuana,M,U,N,16
5/29/2012,Marijuana,M,A,N,28
6/16/2012,Marijuana,M,W,N,19
8/5/2012,Marijuana,F,U,U,28
8/25/2012,Marijuana,M,W,N,62
10/2/2012,Marijuana,M,W,N,64
10/10/2012,Marijuana,M,W,N,28
10/15/2012,Marijuana,M,W,N,28
1/4/2013,Marijuana,M,W,U,17
1/27/2013,Marijuana,M,W,H,23
2/23/2013,Marijuana,M,W,U,17
2/23/2013,Marijuana,M,W,N,17
2/28/2013,Marijuana,M,B,N,26
3/11/2013,Marijuana,M,B,U,46
4/25/2013,Marijuana,F,W,H,23
4/26/2013,Marijuana,M,W,N,18
5/3/2013,Marijuana,M,W,N,21
5/13/2013,Marijuana,M,W,N,18
5/13/2013,Marijuana,M,W,N,19
5/13/2013,Marijuana,M,W,N,19
5/26/2013,Marijuana,M,B,N,31
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,7,,,
,,,,,
Berlin Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
6/6/2013,Marijuana,M,W,N,23
9/13/2013,Marijuana,F,W,N,25
9/13/2013,Marijuana,M,W,N,32
10/5/2013,Marijuana,M,W,N,17
10/10/2013,Marijuana,M,W,H,20
10/14/2013,Marijuana,M,W,N,18
10/19/2013,Marijuana,M,W,N,16
10/19/2013,Marijuana,M,W,N,15
10/19/2013,Marijuana,M,W,U,17
Berlin Police Department,,54,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,8,,,
,,,,,
Bethel Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/3/2011,Marijuana,M,B,,21
2/5/2011,Marijuana,M,W,N,18
2/5/2011,Marijuana,M,W,N,17
3/9/2011,Marijuana,M,W,,25
3/9/2011,Marijuana,M,W,N,19
4/20/2011,Marijuana,F,W,N,17
4/20/2011,Marijuana,F,W,N,17
4/24/2011,Marijuana,M,W,N,14
4/24/2011,Marijuana,M,W,N,16
4/24/2011,Marijuana,M,W,N,15
4/24/2011,Marijuana,M,W,N,16
5/12/2011,Marijuana,M,W,,31
5/12/2011,Marijuana,M,W,N,38
5/20/2011,Marijuana,M,W,H,32
5/20/2011,Marijuana,M,W,N,21
5/25/2011,Marijuana,M,W,N,57
5/25/2011,Marijuana,F,W,,52
6/9/2011,Marijuana,M,W,N,19
7/18/2011,Marijuana,M,W,N,18
7/19/2011,Marijuana,M,W,N,19
8/12/2011,Marijuana,M,W,N,25
9/28/2011,Marijuana,M,W,N,15
11/18/2011,Marijuana,M,W,N,19
11/18/2011,Marijuana,M,W,N,19
1/31/2012,Marijuana,M,W,N,19
1/31/2012,Marijuana,M,W,N,19
2/7/2012,Marijuana,M,W,,19
2/8/2012,Marijuana,F,W,,17
2/11/2012,Marijuana,F,W,U,19
2/11/2012,Marijuana,M,B,,20
4/6/2012,Marijuana,M,W,N,18
4/6/2012,Marijuana,M,W,N,17
5/4/2012,Marijuana,M,A,N,20
5/10/2012,Marijuana,M,W,N,11
6/12/2012,Marijuana,M,B,N,30
7/31/2012,Marijuana,M,W,H,19
7/31/2012,Marijuana,M,W,,19
9/22/2012,Marijuana,M,W,,28
9/29/2012,Marijuana,M,W,N,38
10/22/2012,Marijuana,M,W,N,17
11/9/2012,Marijuana,M,W,H,16
11/20/2012,Marijuana,M,W,N,23
12/5/2012,Marijuana,M,W,N,18
12/5/2012,Marijuana,M,W,H,20
12/9/2012,Marijuana,M,W,N,20
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,9,,,
,,,,,
Bethel Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
12/21/2012,Marijuana,M,W,,17
12/21/2012,Marijuana,F,W,N,17
2/3/2013,Marijuana,M,W,U,34
3/5/2013,Marijuana,F,W,N,24
3/21/2013,Marijuana,F,W,H,15
4/5/2013,Marijuana,M,W,N,17
4/20/2013,Marijuana,F,U,,17
6/5/2013,Marijuana,F,W,N,15
8/8/2013,Marijuana,M,W,H,30
8/10/2013,Marijuana,M,W,N,18
8/27/2013,Marijuana,M,W,N,18
8/27/2013,Marijuana,M,W,N,17
10/30/2013,Marijuana,M,W,N,18
10/30/2013,Marijuana,M,W,N,21
11/21/2013,Marijuana,M,W,,20
Bethel Police Department,,60,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,10,,,
,,,,,
Bloomfield Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/3/2011,Marijuana,F,W,N,20
1/7/2011,Marijuana,M,W,H,22
1/10/2011,Marijuana,M,W,N,34
1/27/2011,Marijuana,F,W,N,19
1/28/2011,Marijuana,M,B,N,22
2/16/2011,Marijuana,M,W,N,52
2/16/2011,Marijuana,M,W,N,20
2/24/2011,Marijuana,M,W,H,21
2/27/2011,Marijuana,M,W,H,21
3/15/2011,Marijuana,M,W,H,18
3/16/2011,Marijuana,M,B,N,29
3/16/2011,Marijuana,M,B,N,30
3/16/2011,Marijuana,M,B,N,28
3/16/2011,Marijuana,M,B,N,47
3/16/2011,Marijuana,M,B,N,47
4/13/2011,Marijuana,M,W,H,18
4/15/2011,Marijuana,M,B,N,22
4/19/2011,Marijuana,M,B,N,17
4/23/2011,Marijuana,M,B,N,17
4/23/2011,Marijuana,M,W,H,21
4/25/2011,Marijuana,M,B,N,34
4/28/2011,Marijuana,M,B,N,29
5/3/2011,Marijuana,M,W,N,21
5/4/2011,Marijuana,M,B,N,31
5/6/2011,Marijuana,M,B,N,17
5/6/2011,Marijuana,M,B,N,19
5/10/2011,Marijuana,F,B,N,29
5/13/2011,Marijuana,M,W,N,27
5/13/2011,Marijuana,F,B,N,31
5/20/2011,Marijuana,M,B,N,33
6/4/2011,Marijuana,M,B,N,20
6/18/2011,Marijuana,M,B,N,18
6/18/2011,Marijuana,M,B,N,18
6/22/2011,Marijuana,M,B,N,25
6/28/2011,Marijuana,M,B,N,21
6/29/2011,Marijuana,M,B,N,19
6/29/2011,Marijuana,M,B,N,19
6/30/2011,Marijuana,M,W,N,26
7/1/2011,Marijuana,M,B,N,27
7/5/2011,Marijuana,M,B,N,26
7/25/2011,Marijuana,M,B,N,36
8/27/2011,Marijuana,M,B,N,25
9/2/2011,Marijuana,M,B,N,41
10/1/2011,Marijuana,M,B,N,30
10/11/2011,Marijuana,M,B,N,26
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,11,,,
,,,,,
Bloomfield Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
10/23/2011,Marijuana,M,W,N,25
10/28/2011,Marijuana,M,W,N,29
11/22/2011,Marijuana,M,B,N,16
12/28/2011,Marijuana,M,B,N,22
12/31/2011,Marijuana,F,W,N,32
12/31/2011,Marijuana,M,W,N,26
12/31/2011,Marijuana,F,B,N,18
12/31/2011,Marijuana,F,B,H,19
1/18/2012,Marijuana,M,W,N,21
1/25/2012,Marijuana,M,B,N,25
2/1/2012,Marijuana,M,B,N,40
3/20/2012,Marijuana,M,W,N,16
4/17/2012,Marijuana,M,W,N,25
4/29/2012,Marijuana,M,B,N,28
5/2/2012,Marijuana,M,B,N,24
5/4/2012,Marijuana,M,B,N,37
6/2/2012,Marijuana,M,B,N,31
7/6/2012,Marijuana,F,B,N,22
9/9/2012,Marijuana,M,B,N,26
9/15/2012,Marijuana,M,B,N,22
9/28/2012,Marijuana,M,B,N,19
10/21/2012,Marijuana,M,B,N,50
10/26/2012,Marijuana,M,B,N,25
11/12/2012,Marijuana,F,B,N,27
1/7/2013,Marijuana,M,B,N,26
1/9/2013,Marijuana,M,B,N,16
1/20/2013,Marijuana,M,B,N,24
1/26/2013,Marijuana,F,B,N,22
1/31/2013,Marijuana,M,B,N,17
3/4/2013,Marijuana,M,B,N,17
3/13/2013,Marijuana,M,B,N,20
3/16/2013,Marijuana,M,B,N,54
3/28/2013,Marijuana,M,B,N,42
3/30/2013,Marijuana,M,B,N,25
4/9/2013,Marijuana,M,B,N,20
4/13/2013,Marijuana,M,W,N,27
4/16/2013,Marijuana,M,B,N,24
4/17/2013,Marijuana,M,W,N,44
4/18/2013,Marijuana,F,B,N,19
4/18/2013,Marijuana,M,B,N,36
4/18/2013,Marijuana,M,B,N,27
5/1/2013,Marijuana,M,B,N,23
5/10/2013,Marijuana,M,B,N,44
5/27/2013,Marijuana,M,W,N,57
7/23/2013,Marijuana,F,W,N,43
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,12,,,
,,,,,
Bloomfield Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
7/23/2013,Marijuana,M,B,N,45
8/10/2013,Marijuana,M,B,N,30
9/19/2013,Marijuana,M,B,N,23
9/19/2013,Marijuana,M,B,N,22
10/2/2013,Marijuana,M,B,N,18
10/2/2013,Marijuana,M,B,N,23
11/9/2013,Marijuana,F,B,N,25
11/14/2013,Marijuana,F,B,N,54
11/24/2013,Marijuana,M,W,N,27
12/3/2013,Marijuana,M,B,N,21
12/13/2013,Marijuana,M,B,N,44
12/29/2013,Marijuana,M,B,N,21
Bloomfield Police Department,,102,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,13,,,
,,,,,
Branford Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/21/2011,Marijuana,M,W,H,19
1/22/2011,Marijuana,F,W,N,18
2/3/2011,Marijuana,M,W,N,37
2/4/2011,Marijuana,M,W,N,21
2/4/2011,Marijuana,M,W,N,60
2/13/2011,Marijuana,M,W,H,22
2/14/2011,Marijuana,M,B,N,20
3/11/2011,Marijuana,F,W,N,28
3/17/2011,Marijuana,M,B,N,19
4/3/2011,Marijuana,F,W,N,19
7/30/2011,Marijuana,M,W,N,21
8/7/2011,Marijuana,M,W,N,21
8/7/2011,Marijuana,M,W,N,20
8/7/2011,Marijuana,M,W,N,22
9/1/2011,Marijuana,M,W,H,32
9/1/2011,Marijuana,M,W,N,22
10/10/2011,Marijuana,M,W,N,25
10/28/2011,Marijuana,M,W,N,18
12/4/2011,Marijuana,M,W,N,18
12/26/2011,Marijuana,F,W,N,40
1/21/2012,Marijuana,M,W,H,16
2/2/2012,Marijuana,F,W,N,27
2/15/2012,Marijuana,F,W,N,20
4/13/2012,Marijuana,M,W,N,29
4/13/2012,Marijuana,M,W,N,29
4/13/2012,Marijuana,M,B,N,33
4/13/2012,Marijuana,M,B,N,33
4/20/2012,Marijuana,M,W,H,23
4/20/2012,Marijuana,F,W,N,20
5/10/2012,Marijuana,F,W,N,20
5/10/2012,Marijuana,M,W,H,23
7/31/2012,Marijuana,M,W,N,52
8/7/2012,Marijuana,M,W,N,20
12/9/2012,Marijuana,M,W,N,20
12/30/2012,Marijuana,M,W,N,18
1/5/2013,Marijuana,M,W,N,18
2/14/2013,Marijuana,M,W,N,29
3/26/2013,Marijuana,F,W,N,25
4/15/2013,Marijuana,M,B,N,20
5/9/2013,Marijuana,M,W,N,17
7/10/2013,Marijuana,M,W,N,35
8/30/2013,Marijuana,M,W,N,38
9/27/2013,Marijuana,M,W,N,25
9/27/2013,Marijuana,M,W,N,25
10/11/2013,Marijuana,M,W,N,71
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,14,,,
,,,,,
Branford Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
10/16/2013,Marijuana,F,W,N,17
10/16/2013,Marijuana,F,W,N,17
10/16/2013,Marijuana,M,B,N,16
10/16/2013,Marijuana,M,B,N,16
11/27/2013,Marijuana,M,U,N,22
12/7/2013,Marijuana,M,W,N,36
Branford Police Department,,51,,,
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,15,,,
,,,,,
Bristol Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
1/10/2011,Marijuana,F,W,N,20
1/10/2011,Marijuana,F,W,N,40
1/26/2011,Marijuana,M,W,H,21
2/5/2011,Marijuana,M,W,N,46
2/18/2011,Marijuana,F,W,N,16
2/18/2011,Marijuana,F,W,N,16
2/20/2011,Marijuana,M,A,N,19
2/24/2011,Marijuana,F,W,N,25
2/25/2011,Marijuana,M,W,N,19
3/5/2011,Marijuana,M,B,U,33
3/20/2011,Marijuana,M,W,H,24
3/24/2011,Marijuana,M,A,N,24
3/29/2011,Marijuana,M,W,U,21
3/29/2011,Marijuana,M,B,N,29
4/5/2011,Marijuana,M,B,N,20
4/12/2011,Marijuana,M,W,N,16
4/13/2011,Marijuana,M,B,N,19
4/15/2011,Marijuana,M,W,N,22
4/19/2011,Marijuana,M,W,N,17
4/19/2011,Marijuana,M,W,N,17
4/22/2011,Marijuana,F,W,N,19
4/22/2011,Marijuana,M,W,N,18
5/3/2011,Marijuana,M,W,N,23
5/13/2011,Marijuana,M,W,H,13
5/13/2011,Marijuana,F,W,H,13
5/17/2011,Marijuana,M,W,U,18
5/19/2011,Marijuana,M,W,N,42
5/24/2011,Marijuana,M,W,N,15
5/28/2011,Marijuana,M,U,U,19
5/31/2011,Marijuana,M,W,N,21
6/17/2011,Marijuana,M,B,U,23
6/17/2011,Marijuana,M,B,H,21
6/19/2011,Marijuana,M,W,N,37
6/21/2011,Marijuana,M,W,N,22
6/25/2011,Marijuana,F,W,N,45
6/26/2011,Marijuana,M,W,N,20
7/7/2011,Marijuana,M,W,N,30
7/9/2011,Marijuana,M,W,N,16
7/21/2011,Marijuana,M,B,N,36
8/1/2011,Marijuana,F,U,H,56
8/13/2011,Marijuana,M,W,H,22
8/13/2011,Marijuana,M,W,H,22
8/23/2011,Marijuana,M,B,N,22
8/23/2011,Marijuana,M,W,U,23
8/23/2011,Marijuana,M,W,N,18
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
Marijuana Arrests By Agency 2011-2013,April 22/2015,,,,
,Page,16,,,
,,,,,
Bristol Police Department,,,,,
IncidentDate,Description,SexCode,RaceCode,EthnicityCode,Age
9/15/2011,Marijuana,M,W,H,16
9/22/2011,Marijuana,M,W,H,20
10/13/2011,Marijuana,M,W,N,31
10/21/2011,Marijuana,M,W,H,25
11/16/2011,Marijuana,M,W,N,17
11/30/2011,Marijuana,F,B,N,38
11/30/2011,Marijuana,M,W,N,30
11/30/2011,Marijuana,F,W,H,21
12/7/2011,Marijuana,M,W,N,14
12/16/2011,Marijuana,M,W,N,16
12/23/2011,Marijuana,M,W,N,21
2/15/2012,Marijuana,M,B,N,13
2/15/2012,Marijuana,M,W,N,13
2/16/2012,Marijuana,M,B,N,15
2/20/2012,Marijuana,M,W,N,52
3/3/2012,Marijuana,M,W,N,27
3/4/2012,Marijuana,M,W,N,21
3/22/2012,Marijuana,F,W,N,22
3/28/2012,Marijuana,M,W,H,19
3/28/2012,Marijuana,M,W,N,46
4/12/2012,Marijuana,M,W,N,19
4/30/2012,Marijuana,M,W,N,15
5/11/2012,Marijuana,F,W,N,19
5/15/2012,Marijuana,M,W,H,35
5/16/2012,Marijuana,M,W,H,15
5/20/2012,Marijuana,M,W,H,21
5/20/2012,Marijuana,M,W,N,19
6/9/2012,Marijuana,M,W,N,20
6/13/2012,Marijuana,M,W,H,16
7/17/2012,Marijuana,M,B,N,29
7/23/2012,Marijuana,M,W,N,19
7/23/2012,Marijuana,M,B,N,24
8/2/2012,Marijuana,M,W,N,24
8/7/2012,Marijuana,M,B,H,17
8/10/2012,Marijuana,M,W,N,17
8/23/2012,Marijuana,M,W,H,24
8/31/2012,Marijuana,M,W,N,25
9/2/2012,Marijuana,M,W,N,19
10/3/2012,Marijuana,M,W,N,20
10/3/2012,Marijuana,M,W,N,16
10/16/2012,Marijuana,M,W,H,17
10/22/2012,Marijuana,M,B,N,33
11/1/2012,Marijuana,M,W,N,24
11/16/2012,Marijuana,M,W,N,17
12/14/2012,Marijuana,M,W,N,24
,,,,,
Unit of Count:  Report reflects the count  of PropertyDrugs associated with Group 'A' Incidents.,,,,,
(NSS DRUG-01I),,,,,
,,,,,
Report Params: AgencyID = (* - All ORI's); Date Range  = (2011/1/1 - 2013/12/31),,,,,
,,,,,
